INFRASA,Matricula,Peso,Aviación,Aerolinea,Vuelo,Tarjeta,Fecha,Fecha OK,Hora,Destino / Origen,Nombre Destino / Origen
35492,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-08,2020-12-08,13:15:00,SKBO,BOGOTA
35493,HK5292,22800,Comercial,EFY,9105.0,Salida,2020-12-08,2020-12-08,8:48:00,SKBO,BOGOTA
35494,N632AV,75500,Comercial,AVA,8408.0,Salida,2020-12-08,2020-12-08,10:43:00,SKBO,BOGOTA
35495,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,5773.0,Salida,2020-12-08,2020-12-08,11:42:00,SKSM,SANTA MARTA
35496,CCCPJ,70000,Comercial,ARE,4213.0,Salida,2020-12-08,2020-12-08,11:32:00,SKBO,BOGOTA
35497,N728AV,77000,Comercial,AVA,8516.0,Salida,2020-12-08,2020-12-08,14:16:00,SKBO,BOGOTA
35498,HK5319,73500,Comercial,FAST COLOMBIA S.A.S,5661.0,Salida,2020-12-08,2020-12-08,15:10:00,SKBO,BOGOTA
35499,HK5282,18600,Comercial,EFY,9059.0,Salida,2020-12-08,2020-12-08,16:27:00,SKMD,MEDELLIN
35500,HK5123,4608,General,ABULANCIAS AEREAS,0.0,Salida,2020-12-09,2020-12-09,9:00:00,SKBO,BOGOTA
35501,HK5292,22800,Comercial,EFY,9185.0,Salida,2020-12-08,2020-12-08,17:54:00,SKBO,BOGOTA
35502,N728AV,77000,Comercial,AVA,9810.0,Salida,2020-12-08,2020-12-08,17:40:00,SKBO,BOGOTA
35503,HK3059,2155,General,S.A.E SERVICIOS AEREOS ES,0.0,Salida,2020-12-09,2020-12-09,8:00:00,SKVP,VALLEDUPAR
35504,N771DE,9163,General,CARIBBEAN SUPPORT AND FLI,0.0,Salida,2020-12-10,2020-12-10,14:50:00,MMMX,MEXICO D.F
35505,HK4595,2155,General,INV LLACAR LTDA,0.0,Salida,2020-12-17,2020-12-17,11:00:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35506,N755AV,77000,Comercial,AVA,8510.0,Salida,2020-12-09,2020-12-09,6:10:00,SKBO,BOGOTA
35507,HK5076,2500,General,AEROPACA S.A.S,0.0,Salida,2020-12-09,2020-12-09,12:00:00,SKMD,MEDELLIN
35508,HK5093,1678,General,MERIDIAM JET PROP S.A.S,2.0,Salida,2020-12-09,2020-12-09,13:00:00,SKCL,CALI
35509,HK5052,4762,General,ABULANCIAS AEREAS,0.0,Salida,2020-12-09,2020-12-09,17:00:00,SKBO,BOGOTA
35510,N961AV,77000,Comercial,AVA,8540.0,Salida,2020-12-09,2020-12-09,7:56:00,SKBO,BOGOTA
35511,HK5282,18600,Comercial,EFY,9051.0,Salida,2020-12-09,2020-12-09,7:46:00,SKMD,MEDELLIN
35512,HK5353,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-09,2020-12-09,8:45:00,SKCG,CARTAGENA
35513,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-09,2020-12-09,9:15:00,SKBO,BOGOTA
35514,N755AV,77000,Comercial,AVA,8408.0,Salida,2020-12-09,2020-12-09,10:41:00,SKBO,BOGOTA
35515,CCCPL,70000,Comercial,ARE,4213.0,Salida,2020-12-09,2020-12-09,11:27:00,SKBO,BOGOTA
35516,HK5273,73500,Comercial,FAST COLOMBIA S.A.S,5773.0,Salida,2020-12-09,2020-12-09,11:42:00,SKSM,SANTA MARTA
35517,HK4663,975,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-09,2020-12-09,13:22:00,SKAR,ARMENIA
35518,PNC0106,1360,Estatal,FRPN,0.0,Salida,2020-12-09,2020-12-09,10:25:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35520,HK5353,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-09,2020-12-09,13:20:00,SKBO,BOGOTA
35521,HP1834,79000,Comercial,COPA,201.0,Salida,2020-12-09,2020-12-09,14:47:00,MPTO,TOCUMEN
35522,N750AV,77000,Comercial,AVA,8516.0,Salida,2020-12-09,2020-12-09,14:20:00,SKBO,BOGOTA
35523,HK5315,11250,Comercial,EFY,9057.0,Salida,2020-12-09,2020-12-09,14:03:00,SKMD,MEDELLIN
35524,HK4663,975,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-12-11,2020-12-11,12:09:00,SKAR,ARMENIA
35525,HK5305,73500,Comercial,FAST COLOMBIA S.A.S,5661.0,Salida,2020-12-01,2020-12-01,15:15:00,SKBO,BOGOTA
35527,HK5282,18600,Comercial,EFY,9059.0,Salida,2020-12-09,2020-12-09,16:26:00,SKMD,MEDELLIN
35528,hk5293,22800,Comercial,EFY,9185.0,Salida,2020-12-09,2020-12-09,17:50:00,SKBO,BOGOTA
35529,N750AV,77000,Comercial,AVA,9810.0,Salida,2020-12-09,2020-12-09,17:54:00,SKBO,BOGOTA
35530,N742AV,77000,Comercial,AVA,8510.0,Salida,2020-12-10,2020-12-10,6:03:00,SKBO,BOGOTA
35531,HK4898,2165,General,BLUE SKIES S.A.S.,0.0,Salida,2020-12-10,2020-12-10,8:30:00,SKMD,MEDELLIN
35532,HK5279,4580,Comercial,ABULANCIAS AEREAS,0.0,Salida,2020-12-10,2020-12-10,12:00:00,SKUI,QUIBDO
35533,HK5044,1156,General,ALFONSO DIAZ ABOGADOS ASO,0.0,Salida,2020-12-10,2020-12-10,16:30:00,SKCL,CALI
35534,HK5282,18600,Comercial,EFY,9051.0,Salida,2020-12-10,2020-12-10,8:11:00,SKMD,MEDELLIN
35535,N992AV,77000,Comercial,AVA,8540.0,Salida,2020-12-10,2020-12-10,8:08:00,SKBO,BOGOTA
35536,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-10,2020-12-10,8:50:00,SKCG,CARTAGENA
35537,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-10,2020-12-10,8:52:00,SKBO,BOGOTA
35538,N742AV,77000,Comercial,AVA,8408.0,Salida,2020-12-10,2020-12-10,10:35:00,SKBO,BOGOTA
35539,CCCOZ,70000,Comercial,ARE,4213.0,Salida,2020-12-10,2020-12-10,11:32:00,SKBO,BOGOTA
35540,HK5278,73500,Comercial,FAST COLOMBIA S.A.S,5693.0,Salida,2020-12-10,2020-12-10,13:10:00,SKCG,CARTAGENA
35541,N477AV,77000,Comercial,AVA,8516.0,Salida,2020-12-10,2020-12-10,14:03:00,SKBO,BOGOTA
35542,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,5661.0,Salida,2020-12-10,2020-12-10,15:24:00,SKBO,BOGOTA
35543,PNC0256,10000,Estatal,POLICIA,0.0,Salida,2020-12-10,2020-12-10,14:55:00,SKBO,BOGOTA
35544,HK5279,4580,Comercial,ABULANCIAS AEREAS,0.0,Salida,2020-12-10,2020-12-10,16:30:00,SKBO,BOGOTA
35545,HK3274,2109,General,AIR,0.0,Salida,2020-12-10,2020-12-10,17:00:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35546,HK5313,18600,Comercial,EFY,9059.0,Salida,2020-12-10,2020-12-10,16:35:00,SKMD,MEDELLIN
35547,hk5293,22800,Comercial,EFY,9185.0,Salida,2020-12-10,2020-12-10,17:46:00,SKBO,BOGOTA
35548,N750AV,77000,Comercial,AVA,9810.0,Salida,2020-12-10,2020-12-10,17:36:00,SKBO,BOGOTA
35549,N992AV,77000,Comercial,AVA,8510.0,Salida,2020-12-11,2020-12-11,6:10:00,SKBO,BOGOTA
35550,HK3274,2109,General,AIR,2.0,Salida,2020-12-11,2020-12-11,8:00:00,SKBS,BAHIA SOLANO
35551,N538AV,77000,Comercial,AVA,8540.0,Salida,2020-12-11,2020-12-11,8:20:00,SKBO,BOGOTA
35552,HK5313,18600,Comercial,EFY,9051.0,Salida,2020-12-11,2020-12-11,8:16:00,SKMD,MEDELLIN
35553,HK5353,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-11,2020-12-11,8:53:00,SKCG,CARTAGENA
35554,HK4343,5669,General,SEARCA,2.0,Salida,2020-12-11,2020-12-11,6:27:00,SKCL,CALI
35555,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-11,2020-12-11,9:16:00,SKBO,BOGOTA
35556,N261AH,8409,General,HELICOL,2.0,Salida,2020-12-12,2020-12-12,7:00:00,SKBO,BOGOTA
35557,HP1854,79016,Comercial,COPA,201.0,Salida,2020-12-05,2020-12-05,14:33:00,MPTO,TOCUMEN
35558,HK3059,2155,General,S.A.E SERVICIOS AEREOS ES,0.0,Salida,2020-12-11,2020-12-11,16:00:00,SKVV,VILLAVICENCIO
35559,N562AV,77000,Comercial,AVA,8408.0,Salida,2020-12-11,2020-12-11,10:41:00,SKBO,BOGOTA
35560,CCCOZ,70000,Comercial,ARE,4213.0,Salida,2020-12-11,2020-12-11,11:30:00,SKBO,BOGOTA
35561,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,5773.0,Salida,2020-12-11,2020-12-11,11:42:00,SKSM,SANTA MARTA
35562,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-11,2020-12-11,13:19:00,SKBO,BOGOTA
35563,HP1854,79016,Comercial,COPA,201.0,Salida,2020-12-11,2020-12-11,14:40:00,MPTO,TOCUMEN
35564,N562AV,77000,Comercial,AVA,8516.0,Salida,2020-12-11,2020-12-11,14:15:00,SKBO,BOGOTA
35565,HK5199,18600,Comercial,EFY,9057.0,Salida,2020-12-11,2020-12-11,14:20:00,SKMD,MEDELLIN
35566,HK5313,18600,Comercial,EFY,9059.0,Salida,2020-12-11,2020-12-11,16:37:00,SKMD,MEDELLIN
35567,N562AV,77000,Comercial,AVA,9810.0,Salida,2020-12-11,2020-12-11,17:57:00,SKBO,BOGOTA
35568,hk5347,22800,Comercial,EFY,9185.0,Salida,2020-12-11,2020-12-11,17:52:00,SKBO,BOGOTA
35569,N538AV,77000,Comercial,AVA,8510.0,Salida,2020-12-12,2020-12-12,6:15:00,SKBO,BOGOTA
35570,HK5052,4762,General,ABULANCIAS AEREAS,2.0,Salida,2020-12-12,2020-12-12,15:00:00,SKOC,OCAÑA
35571,PNC0739,7000,Estatal,FRPN,2.0,Salida,2020-12-12,2020-12-12,13:30:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35572,N39JC,5669,General,SEARCA,2.0,Salida,2020-12-11,2020-12-11,16:49:00,SKBO,BOGOTA
35573,EJC1115,3500,Estatal,EJC,1.0,Salida,2020-12-12,2020-12-12,14:15:00,SKBO,BOGOTA
35574,EJC1122,7000,Estatal,EJC,2.0,Salida,2020-12-12,2020-12-12,14:20:00,SKBO,BOGOTA
35575,HK3274,2109,General,AIR,2.0,Salida,2020-12-12,2020-12-12,10:30:00,SKMD,MEDELLIN
35576,HK4663,975,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-12-11,2020-12-11,14:15:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35577,HK4663,975,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-12-14,2020-12-14,8:11:00,SKCL,CALI
35578,N755AV,77000,Comercial,AVA,8540.0,Salida,2020-12-12,2020-12-12,7:57:00,SKBO,BOGOTA
35579,HK5282,18600,Comercial,EFY,9051.0,Salida,2020-12-12,2020-12-12,7:47:00,SKMD,MEDELLIN
35580,N80607,5670,General,CARIBBEAN SUPPORT AND FLI,2.0,Salida,2020-12-12,2020-12-12,8:06:00,SPIM,CALLAO
35581,HK5043,1814,General,AEROOCCIDENTE,2.0,Salida,2020-12-12,2020-12-12,13:00:00,SKCL,CALI
35582,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-12,2020-12-12,10:04:00,SKCG,CARTAGENA
35583,N281AV,77000,Comercial,AVA,8408.0,Salida,2020-12-12,2020-12-12,10:40:00,SKBO,BOGOTA
35584,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-12,2020-12-12,10:48:00,SKBO,BOGOTA
35585,CCCPF,70000,Comercial,ARE,4213.0,Salida,2020-12-12,2020-12-12,11:42:00,SKBO,BOGOTA
35586,HK5341,11250,Comercial,EFY,7834.0,Salida,2020-12-12,2020-12-12,12:25:00,SKMZ,MANIZALES
35587,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-12,2020-12-12,13:51:00,SKBO,BOGOTA
35588,hk5293,22800,Comercial,EFY,9107.0,Salida,2020-12-12,2020-12-12,13:49:00,SKBO,BOGOTA
35589,N728AV,77000,Comercial,AVA,8516.0,Salida,2020-12-12,2020-12-12,14:09:00,SKBO,BOGOTA
35590,N250ST,5700,General,CARIBBEAN SUPPORT AND FLI,2.0,Salida,2020-12-12,2020-12-12,17:31:00,SEGU,GUAYAQUIL
35591,PNC0739,7000,Estatal,FRPN,2.0,Salida,2020-12-13,2020-12-13,15:00:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35592,HK5199,18600,Comercial,EFY,9059.0,Salida,2020-12-12,2020-12-12,16:24:00,SKMD,MEDELLIN
35593,HK5296,1300,General,AGROINVERSIONES DEL EJE,2.0,Salida,2020-12-13,2020-12-13,16:30:00,SKMD,MEDELLIN
35594,hk4938,1406,General,MARTINEZ PEREZ DANIEL AND,1.0,Salida,2020-12-13,2020-12-13,16:30:00,SKMD,MEDELLIN
35595,N728AV,77000,Comercial,AVA,9810.0,Salida,2020-12-12,2020-12-12,17:45:00,SKBO,BOGOTA
35596,hk5293,22800,Comercial,EFY,9185.0,Salida,2020-12-12,2020-12-12,17:52:00,SKBO,BOGOTA
35597,N477AV,77000,Comercial,AVA,8510.0,Salida,2020-12-13,2020-12-13,6:08:00,SKBO,BOGOTA
35598,N751AV,75500,Comercial,AVA,8540.0,Salida,2020-12-13,2020-12-13,7:53:00,SKBO,BOGOTA
35599,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-13,2020-12-13,8:51:00,SKCG,CARTAGENA
35600,N688TA,77000,Comercial,AVA,8408.0,Salida,2020-12-13,2020-12-13,10:38:00,SKBO,BOGOTA
35601,PNC0251,7668,Estatal,POLICIA,2.0,Salida,2020-12-13,2020-12-13,19:46:00,SKBO,BOGOTA
35602,CCCOX,70000,Comercial,ARE,4213.0,Salida,2020-12-13,2020-12-13,11:31:00,SKBO,BOGOTA
35603,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,5273.0,Salida,2020-12-13,2020-12-13,11:37:00,SKSM,SANTA MARTA
35604,HK5275,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-13,2020-12-13,13:14:00,SKBO,BOGOTA
35605,hk5347,22800,Comercial,EFY,9107.0,Salida,2020-12-13,2020-12-13,12:41:00,SKBO,BOGOTA
35606,HP1856,79000,Comercial,COPA,201.0,Salida,2020-12-13,2020-12-13,14:33:00,MPTO,TOCUMEN
35607,HK5313,18600,Comercial,EFY,9057.0,Salida,2020-12-13,2020-12-13,13:34:00,SKMD,MEDELLIN
35608,N821AV,77000,Comercial,AVA,8516.0,Salida,2020-12-13,2020-12-13,14:10:00,SKBO,BOGOTA
35609,HK5313,18600,Comercial,EFY,9059.0,Salida,2020-12-13,2020-12-13,16:05:00,SKMD,MEDELLIN
35610,N821AV,77000,Comercial,AVA,9810.0,Salida,2020-12-13,2020-12-13,17:48:00,SKBO,BOGOTA
35611,hk5347,22800,Comercial,EFY,9185.0,Salida,2020-12-13,2020-12-13,17:51:00,SKBO,BOGOTA
35612,N961AV,77000,Comercial,AVA,8510.0,Salida,2020-12-14,2020-12-14,6:08:00,SKBO,BOGOTA
35613,PNC0222,621,Estatal,FRPN,2.0,Salida,2020-12-13,2020-12-13,16:00:00,SKBO,BOGOTA
35614,XACRS,13743,General,CARIBBEAN SUPPORT AND FLI,2.0,Salida,2020-12-13,2020-12-13,17:21:00,MMMX,MEXICO D.F
35615,PNC0739,7000,Estatal,FRPN,2.0,Salida,2020-12-18,2020-12-18,8:03:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35617,N671NG,4740,General,AUTOMOTORA DE OCCIDENTE S,2.0,Salida,2020-12-14,2020-12-14,14:00:00,SKMD,MEDELLIN
35618,N538AV,77000,Comercial,AVA,8540.0,Salida,2020-12-14,2020-12-14,7:52:00,SKBO,BOGOTA
35619,HK5282,18600,Comercial,EFY,9051.0,Salida,2020-12-14,2020-12-14,7:59:00,SKMD,MEDELLIN
35620,HK5353,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-14,2020-12-14,8:46:00,SKCG,CARTAGENA
35621,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-14,2020-12-14,9:01:00,SKBO,BOGOTA
35622,N961AV,77000,Comercial,AVA,8408.0,Salida,2020-12-14,2020-12-14,10:33:00,SKBO,BOGOTA
35623,CCCOZ,70000,Comercial,ARE,4213.0,Salida,2020-12-14,2020-12-14,11:23:00,SKBO,BOGOTA
35624,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,5773.0,Salida,2020-12-14,2020-12-14,11:41:00,SKSM,SANTA MARTA
35625,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-14,2020-12-14,13:12:00,SKBO,BOGOTA
35626,HP1722,79016,Comercial,COPA,201.0,Salida,2020-12-14,2020-12-14,14:36:00,MPTO,TOCUMEN
35627,N980AV,77000,Comercial,AVA,8516.0,Salida,2020-12-14,2020-12-14,14:06:00,SKBO,BOGOTA
35628,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,5661.0,Salida,2020-12-14,2020-12-14,15:15:00,SKBO,BOGOTA
35629,HK5321,18600,Comercial,EFY,9059.0,Salida,2020-12-14,2020-12-14,16:05:00,SKMD,MEDELLIN
35630,hk5293,22800,Comercial,EFY,9185.0,Salida,2020-12-14,2020-12-14,17:47:00,SKBO,BOGOTA
35631,N980AV,77000,Comercial,AVA,9810.0,Salida,2020-12-14,2020-12-14,17:51:00,SKBO,BOGOTA
35632,N992AV,77000,Comercial,AVA,8510.0,Salida,2020-12-15,2020-12-15,6:11:00,SKBO,BOGOTA
35633,HK1460,1274,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-12-14,2020-12-14,9:33:00,SKCL,CALI
35634,HK4804,635,General,AVIACION PEREIRA LTDA,2.0,Salida,2020-12-14,2020-12-14,10:50:00,SKCL,CALI
35635,HK5038,1300,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-17,2020-12-17,8:55:00,SKEJ,BARRANCABERMEJA
35636,N671NG,4740,General,AUTOMOTORA DE OCCIDENTE S,0.0,Salida,2020-12-17,2020-12-17,12:00:00,SKMD,MEDELLIN
35637,HK2078,1156,General,AEROANDES,0.0,Salida,2020-12-15,2020-12-15,8:00:00,SKEJ,BARRANCABERMEJA
35638,N296JA,9752,General,CARIBBEAN SUPPORT AND FLI,0.0,Salida,2020-12-15,2020-12-15,7:53:00,MYNN,NEW PROVIDENCE LNTL
35639,N85PC,4977,General,811025231,0.0,Salida,2020-12-15,2020-12-15,8:40:00,SKCG,CARTAGENA
35640,HK4424,7764,General,SEARCA,0.0,Salida,2020-12-15,2020-12-15,15:30:00,SKBO,BOGOTA
35641,HK4808,1700,General,ESCUELA DE AVIACION Y TUR,0.0,Salida,2020-12-15,2020-12-15,10:24:00,SKAR,ARMENIA
35642,HK4970,622,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-15,2020-12-15,10:24:00,SKAR,ARMENIA
35643,HK2208,2072,General,ALVARO SANCHEZ,0.0,Salida,2020-12-16,2020-12-16,9:00:00,SKGY,GUAYMARAL
35644,HK2596,4377,General,RIO SUR,0.0,Salida,2020-12-15,2020-12-15,14:40:00,SKBO,BOGOTA
35645,HK5282,18600,Comercial,EFY,9051.0,Salida,2020-12-15,2020-12-15,7:56:00,SKMD,MEDELLIN
35646,N411AV,77000,Comercial,AVA,8540.0,Salida,2020-12-15,2020-12-15,8:16:00,SKBO,BOGOTA
35647,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-15,2020-12-15,8:54:00,SKBO,BOGOTA
35648,N821AV,77000,Comercial,AVA,8408.0,Salida,2020-12-15,2020-12-15,10:33:00,SKBO,BOGOTA
35649,CCCPQ,70000,Comercial,ARE,4213.0,Salida,2020-12-15,2020-12-15,11:22:00,SKBO,BOGOTA
35650,HK5273,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-15,2020-12-15,13:13:00,SKBO,BOGOTA
35651,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,5773.0,Salida,2020-12-15,2020-12-15,11:41:00,SKSM,SANTA MARTA
35652,PNC0222,621,Estatal,FRPN,0.0,Salida,2020-12-15,2020-12-15,17:10:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35653,HK5267,1157,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-15,2020-12-15,12:40:00,SKGO,CARTAGO
35654,FAC4137,1,Estatal,FAC,0.0,Salida,2020-12-15,2020-12-15,12:12:00,SKBO,BOGOTA
35655,HJ332,10,General,CZJF,0.0,Salida,2020-12-16,2020-12-16,13:00:00,SKRG,RIONEGRO
35656,N85PC,4977,General,811025231,0.0,Salida,2020-12-15,2020-12-15,16:00:00,SKMD,MEDELLIN
35657,N281AV,77000,Comercial,AVA,8516.0,Salida,2020-12-15,2020-12-15,14:12:00,SKBO,BOGOTA
35658,CCBAX,73500,Comercial,ARE,4211.0,Salida,2020-12-15,2020-12-15,14:44:00,SKBO,BOGOTA
35659,HK5327,73500,Comercial,FAST COLOMBIA S.A.S,5661.0,Salida,2020-12-15,2020-12-15,15:15:00,SKBO,BOGOTA
35660,hk5314,11250,Comercial,EFY,9059.0,Salida,2020-12-15,2020-12-15,16:47:00,SKMD,MEDELLIN
35661,hk5293,22800,Comercial,EFY,9185.0,Salida,2020-12-15,2020-12-15,17:40:00,SKBO,BOGOTA
35662,N281AV,77000,Comercial,AVA,9810.0,Salida,2020-12-15,2020-12-15,17:45:00,SKBO,BOGOTA
35663,N411AV,77000,Comercial,AVA,8510.0,Salida,2020-12-16,2020-12-16,6:13:00,SKBO,BOGOTA
35664,HK5043,1814,General,AEROOCCIDENTE,0.0,Salida,2020-12-16,2020-12-16,11:15:00,SKCL,CALI
35665,HK3274,2109,General,AIR,0.0,Salida,2020-12-16,2020-12-16,12:30:00,SKMD,MEDELLIN
35666,N755AV,77000,Comercial,AVA,8540.0,Salida,2020-12-16,2020-12-16,7:50:00,SKBO,BOGOTA
35667,HK5282,18600,Comercial,EFY,9051.0,Salida,2020-12-16,2020-12-16,7:47:00,SKMD,MEDELLIN
35668,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-16,2020-12-16,9:49:00,SKCG,CARTAGENA
35669,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-16,2020-12-16,8:59:00,SKBO,BOGOTA
35670,N411AV,77000,Comercial,AVA,8408.0,Salida,2020-12-16,2020-12-16,10:49:00,SKBO,BOGOTA
35671,CCCPF,70000,Comercial,ARE,4213.0,Salida,2020-12-16,2020-12-16,11:28:00,SKBO,BOGOTA
35672,HK5319,73500,Comercial,FAST COLOMBIA S.A.S,5773.0,Salida,2020-12-16,2020-12-16,11:41:00,SKSM,SANTA MARTA
35673,N8001N,73029,Comercial,AAL,1134.0,Salida,2020-12-16,2020-12-16,15:44:00,KMIA,MIAMI
35674,PNC0250,7668,Estatal,POLICIA,0.0,Salida,2020-12-16,2020-12-16,15:50:00,SKCL,CALI
35675,HP1853,79000,Comercial,COPA,201.0,Salida,2020-12-16,2020-12-16,14:42:00,MPTO,TOCUMEN
35676,HK5274,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-16,2020-12-16,14:00:00,SKBO,BOGOTA
35677,N567AV,77000,Comercial,AVA,8516.0,Salida,2020-12-16,2020-12-16,14:25:00,SKBO,BOGOTA
35678,HK5313,18600,Comercial,EFY,9057.0,Salida,2020-12-16,2020-12-16,14:14:00,SKMD,MEDELLIN
35679,HK3908,13000,General,VERTICAL,2.0,Salida,2020-12-17,2020-12-17,10:26:00,SKBO,BOGOTA
35680,N761WU,1084,General,INVERSIONES INMOBILARIAS,1.0,Salida,2020-12-23,2020-12-23,7:00:00,MPZL,PANAMA ATCC
35681,PNC0222,621,Estatal,FRPN,0.0,Salida,2020-12-16,2020-12-16,10:30:00,SKBO,BOGOTA
35682,HK4804,635,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-16,2020-12-16,10:25:00,SKAR,ARMENIA
35683,HK5282,18600,Comercial,EFY,9059.0,Salida,2020-12-16,2020-12-16,16:23:00,SKMD,MEDELLIN
35684,N728AV,77000,Comercial,AVA,9810.0,Salida,2020-12-16,2020-12-16,17:42:00,SKBO,BOGOTA
35685,HK5322,23000,Comercial,EFY,9185.0,Salida,2020-12-16,2020-12-16,17:48:00,SKBO,BOGOTA
35686,N477AV,77000,Comercial,AVA,8510.0,Salida,2020-12-17,2020-12-17,6:12:00,SKBO,BOGOTA
35687,HK4595,2155,General,INV LLACAR LTDA,0.0,Salida,2020-12-17,2020-12-17,14:00:00,SKPE,AEROPUERTO INTERNACIONAL MATECAÑA
35688,N567AV,77000,Comercial,AVA,8540.0,Salida,2020-12-17,2020-12-17,7:53:00,SKBO,BOGOTA
35689,HK5282,18600,Comercial,EFY,9051.0,Salida,2020-12-17,2020-12-17,7:49:00,SKMD,MEDELLIN
35690,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,5692.0,Salida,2020-12-17,2020-12-17,8:55:00,SKCG,CARTAGENA
35691,hk5293,22800,Comercial,EFY,9105.0,Salida,2020-12-17,2020-12-17,8:51:00,SKBO,BOGOTA
35692,N939AV,77000,Comercial,AVA,8408.0,Salida,2020-12-17,2020-12-17,10:33:00,SKBO,BOGOTA
35693,CCCPL,70000,Comercial,ARE,4213.0,Salida,2020-12-17,2020-12-17,11:18:00,SKBO,BOGOTA
35694,HK5318,73500,Comercial,FAST COLOMBIA S.A.S,5663.0,Salida,2020-12-17,2020-12-17,13:16:00,SKBO,BOGOTA
35695,N980AV,77000,Comercial,AVA,8516.0,Salida,2020-12-17,2020-12-17,14:08:00,SKBO,BOGOTA
35696,HK5038,1300,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-17,2020-12-17,12:10:00,SKEJ,BARRANCABERMEJA
35697,HK2981,1054,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-17,2020-12-17,10:15:00,SKMZ,MANIZALES
35698,HK2981,1054,General,AVIACION PEREIRA LTDA,0.0,Salida,2020-12-18,2020-12-18,8:30:00,SKMZ,MANIZALES
35699,N296JA,9752,General,CARIBBEAN SUPPORT AND FLI,0.0,Salida,2020-12-17,2020-12-17,16:00:00,MMMX,MEXICO D.F
35700,hk5335,73500,Comercial,FAST COLOMBIA S.A.S,5661.0,Salida,2020-12-17,2020-12-17,15:11:00,SKBO,BOGOTA
35701,HK5349,18600,Comercial,EFY,9059.0,Salida,2020-12-17,2020-12-17,17:00:00,SKMD,MEDELLIN
35702,N538AV,77000,Comercial,AVA,9810.0,Salida,2020-12-17,2020-12-17,17:50:00,SKBO,BOGOTA
35703,HK5294,22800,Comercial,EFY,9185.0,Salida,2020-12-17,2020-12-17,18:10:00,SKBO,BOGOTA
35704,HK4595,2155,General,INV LLACAR LTDA,2.0,Salida,2020-12-18,2020-12-18,15:30:00,SKGO,CARTAGO
35705,HK5038,1300,General,AVIACION PEREIRA LTDA,1.0,Salida,2020-12-18,2020-12-18,8:54:00,SKMZ,MANIZALES
35706,N149GJ,3970,General,INVERSIONES INMOBILARIAS,0.0,Salida,2020-12-18,2020-12-18,9:00:00,SKYP,YOPAL
